,,277,47,85,250,130,當季精選,Specialty,青仁黑豆茶, Black Bean,-,-,,,,,,
 ,進貨價/KG,生豆價/166G,親友,試算,,國家/區域,,產區/品名,,處理法,,等級,風味,ExtraInfo1,ExtraInfo2,,,
"黑金 August, 2017",282,47,115,310,160,衣索比亞 耶加雪啡,Ethiopia Yirgacheffe,沃卡,Worka Coop.,日曬,Natural,G1,草莓、漿果、甜度厚實、紅酒感、巧克力,,,,,
"圓石 December, 2017",472,79,155,410,210,巴拿馬,Panama,極光莊園 靈魂日曬,Finca Auromar Alma,日曬,Natural,,草莓，萊姆，黑巧克力、花香、酒香,,,,,
"聯傑 July, 2017",337,57,130,340,175,衣索比亞 耶加雪啡,Ethiopia Yirgacheffe,艾迪朵合作社,Idido Coop,日曬,Natural,G1,花香、甜香料、佛手柑、甜橙、蜂蜜、酸質明亮,,,,,
"鳳展 August, 2017",512,86,165,440,225,衣索比亞 ,Ethiopia,迷你蜜,Kaffa Mini-Me,水洗,Washed,   G1,梔子花香、萊姆、柑橘調、明亮清透、高甜度,,,,,
"網拍 December, 2017",302,51,115,310,160,厄瓜多,Ecuador,威爾卡班巴村 茱莉亞 ,Loja Vilcabamba Julia Rengel ,水洗,Washed,,根部植物、沒藥、杏仁、堅果、巧克力,,,,,
"聯傑 Feburary, 2018",3200,534,595,1600,805,巴拿馬,Panama,巫師莊園 藝伎 1850m, Boquete Las Brujas,日曬,Natural,Geisha,芒果乾、丁香、甜橙、百香果、甜瓜、果汁,,,,,
"聯傑 Feburary, 2018",2450,409,485,1300,655,巴拿馬,Panama,鄧肯莊園 藝伎 1700m,Boquete Duncan,白蜜處理,White Honey,Geisha,花香、檸檬、橙、杏、輕脆甜蜜酸,,,,,
"聯傑 Feburary, 2018",1600,267,335,900,455,巴拿馬,Panama,阿爾鐵里莊園 藝伎 ,Bouquete Altieri  Farm,水洗,Washed,Geisha,椪柑、葡萄柚、甜桃、養樂多、甜桃、甘蔗汁,,,,,
"聯傑 Feburary, 2018",850,142,215,580,295,瓜地馬拉,Guatemala ,美麗莊園 COE \#15  \small 帕卡馬拉,El Progreso San Agustín Acasaguastl án La Bella,水洗,Washed,Pacamara,焦糖、奶油、丁香、牛軋糖、李子蜜餞、脆梅酸,,,,,
"聯傑 Feburary, 2018",780,130,200,540,275,宏都拉斯,Honduras,情聖莊園 COE \#17 ,SB Don Juan ,水洗,Washed,Pacas,柑橘，黑莓，蜂蜜，巧克力，柳橙汁，酒石酸,,,,,
"百變 Feburary, 2018",522,87,165,440,225,尚比亞,Zambia ,牧納尼丘 茉布玉莊園, Munali Hill Mubuyu Estate, 蜜處理,	Pulp Natural, SL28, Taste of Harvest \#2 蔓越莓、柑橘、小紅莓、萊姆、焦糖
"聯傑 July, 2017",327,55,130,340,175,衣索比亞 耶加雪啡,Ethiopia Yirgacheffe,金蕾娜安芭雅 席林加,Gelena Abaya Silinga ,水洗,Washed,   G1,白花、荔枝、紅糖、甜檸檬、桃子、咖啡漿果,,,,,
"守成 July, 2017",422,71,145,380,195,哥斯大黎加,Costa Rica,拉斯拉哈斯莊園 黑蜜 ,Finca Las Lajas,黑蜜,Black Honey,SHB,黑糖、焦糖、熱帶水果、口感厚實持久,,,,,
"聯傑 August, 2017",412,69,145,380,195,衣索比亞 ,Ethiopia ,古吉 安娜索拉 ,Guji Ana Sora Lot3,日曬,Natural,G1,葡萄、綜合莓果、柑橘、花卉、楓糖香,,,,,
"聯傑 August, 2017",212,36,100,270,140,宏都拉斯,Honduras,聖文森 雨林認證,San Vicente RFA,水洗,Washed,SHG,紅糖、杏仁、烤麵包、巧克力、平衡甜美,,,,,
"豐潤 August, 2017",412,69,145,380,195,衣索比亞 ,Ethiopia ,古吉 亞狼白蜜,Guji Shakisoo Honey,白蜜,Honey,G1,果乾、水蜜桃、蜂蜜、花香,,,,,
"Ergos Sep, 2017",432,72,145,380,195,瓜地馬拉,Guatemala ,科班 瓦爾瑪 ,Coban Valmar,半發酵浸潤,Mixed Washed,SHB,柑橘、檸檬、水蜜桃、黑醋栗、淡雅花香,,,,,
"圓石 Oct, 2017",262,44,115,300,155,烏干達,Uganda,可西西  雅格蘭夷,Kasese  Kyagalanyi ,日曬,Natural,SL14\&28,莓果、柑橘、橙香，香蕉乾、香料、堅果、酒香,,,,,
"圓石 Oct, 2017",262,44,110,290,150,哥倫比亞,Colombia ,薇拉 歐索利歐,Huila Ferney Osorio,水洗,Washed,,柑橘、葡萄柚、萊姆、紅莓、牛奶糖,,,,,
"圓石 December, 2017",412,69,145,380,195,尼加拉瓜 ,Nicaragua,米耶瑞詡家族  象豆,Mierisch Family ,水洗,Washed,Maragogype,柑橘類水果、香氣、柳橙、萊姆、橘皮,,,,,
"喜糖 November, 2017",312,52,120,320,165,瓜地馬拉,Guatemala ,太陽神莊園,New Oriente Kinch Ahau ,水洗,Washed,SHB,乾淨溫帶水果調，桃子、堅果、蜂蜜甜,,,,,
"圓石 December, 2017",432,72,145,390,200,衣索比亞 ,Ethiopia ,古吉 蘇魁克托 波納莎蒂,Guji Suke Quto/Tade  BunaSadi,蜜處理,Honey,G1,雞蛋花、檸檬、柑橘、橙皮、佛手柑，藍莓、桃子,,,,,
"喜糖 November, 2017",352,59,130,350,180,衣索比亞 耶加雪啡,Ethiopia Yirgacheffe,科契爾,Kochere Lot 096/183,水洗,Washed,G1,檸檬、花香、杏桃、紅茶、金桔、香橙、咖啡花,,,,,
"黑金 August, 2017",352,59,130,350,180,衣索比亞 ,Ethiopia ,古吉 獅子王,Sidamo Guji Lion King,日曬,Natural,G1,蜂蜜、哈蜜瓜、草莓、水蜜桃、香甜濃郁,,,,,
"聯傑 March, 2017",1230,205,275,700,360,哥倫比亞,Colombia,藍寶石莊園\#1批次,El Zafiro WushWush,蜜處理,Honey,Lot\#1,甜香料、柑橘、焦糖、杏仁、蜂蜜、柔滑綿密,,,,,
"小團 January, 2018",392,66,140,370,190,哥斯大黎加,Costa Rica,卡內特 貝多芬,Canet Musician Series Beethoven,水洗,Washed,SHB,深色莓果、蜂蜜、櫻桃、熟果香、酸甜細緻,,,,,
"圓石 Oct, 2017",382,64,140,370,190,肯亞 ,Kenya,馬洽寇斯 坎布蘇,Machakos Matungulu Kambusu ,水洗,Washed,AA,焦糖、煙燻、烏梅、龍眼乾、牛奶糖、烤杏仁,,,,,
"萬友 November, 2017",322,54,120,320,165,巴拿馬,Panama,波奎特 神鷹,Boquete Eagle,水洗,Washed,,橙色水果、香草、堅果香、蔗香,,,,,
"萬友 November, 2017",422,71,145,380,195,巴拿馬,Panama,紫玫瑰 (40\%藝伎),Boquete Violet Rose,水洗,Washed, Geisha + Caturra,櫻桃甜、青蘋果、焦糖、柑橘、莓果、花香,,,,,
"黑金 November, 2017",522,87,165,440,225,巴拿馬,Panama,花蝴蝶 (70\%藝伎),Boquete Butterfly ,水洗,Washed, Geisha + Caturra,佛手柑、蜂蜜、柑橘、香料、花香、莓果、櫻桃,,,,,
"百變 June, 2018",537,90,165,450,230,馬拉威,Malawi,穆珠珠合作社 烏祖瑪拉山  藝伎,Mzuzu Geisha  Uzumala #7,水洗,Washed,Geisha AA,柑橘、花香、紅茶、葡萄柚汁、西洋梨,,,,,
"百變 June, 2018",787,132,235,590,300,秘魯,Peru,帕斯可 薇拉瑞卡莊園 藝伎, Pasco Ocapampa Villa Rica Geisha ,水洗,Washed,Geisha,雞蛋花、藍莓、伯爵紅茶、檸檬皮、水蜜桃,,,,,
"圓石 December, 2017",467,78,155,410,210,肯亞 ,Kenya,可立秋鎮  寶馬合作社,Rift Valley Kericho Boma FCS,水洗,Washed,AA,蔓越莓、柑橘、香吉士、葡萄柚、黑莓、檸檬草、鼠尾草,,,,,
"百變 April, 2018",1600,267,335,900,455,巴拿馬,Panama,90+ 巴魯火山藝伎, NinetyPlus Baru Gesha,日曬,Natural,Geisha,酒香、桃子、莓果、花香、蜂蜜、哈密瓜,,,,,
"圓石 December, 2017",357,60,130,340,175,瓜地馬拉,Guatemala ,安提瓜火山  花神  貝拉卡摩娜,Antigua Bella Carmona,水洗,Washed,,溫帶水果、蘋果清香、堅果、奶油、焦糖、甜檸檬、甜感圓潤,,,,,
"二巷 April, 2018",207,35,100,260,135,哥倫比亞,Colombia ,波帕楊 1600m,Popayan 1600m,水洗,Washed,Supremo,白葡萄、杏仁、香料、楓糖、巧克力，厚實度佳,,,,,
"圓石 December, 2017",372,62,135,360,185,衣索比亞 耶加雪啡,Ethiopia Yirgacheffe,波雅啡 莓果園,Boyefi,日曬,Natural,G1,水果酒香，草莓、藍莓、百香果、芒果、杏桃、葡萄汁,,,,,
"圓石 December, 2017",247,42,105,280,145,哥斯大黎加,Costa Rica,塔拉珠 牧童莊園 #152 ,Tarrazu La Pastora,水洗,Washed,SHB,橘子、柳橙、香吉士，烤杏仁片、柚子，焦糖,,,,,
"小團 Feburary, 2018",622,104,185,490,250,巴拿馬,Panama,艾利達  小毛驢莊園 Lot3,Boquete Elida El Burro Estate,日曬,Natural,1800M,水果、蜜餞、焦糖、酸甜多汁、甜膩滑順,,,,,
"團購   April, 2018",377,63,115,360,185,衣索比亞 ,Ethiopia ,罕貝拉 丁丁洛 果耶,Guji Hambela Tirtiro Goye ,日曬,Natural,G1,藍莓、芒果、百香果、草莓、李子,,,,,
"小團 Feburary, 2018",622,104,185,490,250,薩爾瓦多,Salvador,聖安娜 天意莊園, La Divina Providencia ,水洗,Washed,SL28,脆梅、青蘋果、西洋梨、西瓜、桑葚、蜂蜜,,,,,
"百變 April, 2018",507,85,160,430,220,巴拿馬,Panama,瑪瑪卡特莊園 \#4567,Garrrido Family Mama Cata,水洗,Washed,古優提比卡老欉,橘子果汁、太妃糖、花、紅茶、甜感佳,,,,,
"宸嶧  April, 2018",317,53,100,320,165,剛果,Congo,姆藤德蘿村,Mutendero village,濕刨法發酵,Wet-Hulling,Bourbon,焦糖，瓜果，蘋果酸質，滑順清甜,,,,,
"小團 May, 2018",472,79,145,410,210,肯亞 ,Kenya,穆蘭卡 加圖布,Muranga Gatubu,水洗,Washed,AA,葡萄柚、烏梅、蜜餞、蕃茄,,,,,
"百變 April, 2018",392,66,140,370,190,巴拿馬,Panama,哈特曼莊園 長尾鵑, Santa Clara Finca Hartmann Red Tragon,酒香日曬,Winey,,草莓、桃子、檸檬、柑橘、櫻桃酒,,,,,
"圓石 December, 2017",342,57,125,330,170,薩爾瓦多,Salvador,庇里牛斯莊園  聖羅莎, Los Pirineos Santa Rosa ,水洗,Washed,Bourbon,柳橙、焦糖、柚子、花香、蜂蜜、桃子、紅茶,,,,,
"圓石 December, 2017",357,60,130,350,180,衣索比亞 耶加雪啡,Ethiopia Yirgacheffe,班可 福法特   貝內費加,Banko Fufuate Beyene Figa,水洗,Washed,G1,檸檬、優酪乳、柑橘、佛手柑、荔枝、橙花、伯爵茶,,,,,
"聯傑 Feburary, 2018",382,64,140,370,190,衣索比亞 耶加雪啡,Ethiopia Yirgacheffe,果波塔 山繆,Gorbota Samuel,日曬,Natural,G1 紅櫻桃,熱帶水果、紅蘋果、百香果、水果軟糖、可可,,,,,
"團購   April, 2018",387,65,120,370,190,衣索比亞 ,Ethiopia ,罕貝拉 瓦美娜,Guji Hambela Wamena,日曬,Natural,G1,草莓、甜果醬、玫瑰、香氣濃郁,,,,,
"聯傑 August, 2018",3550,592,755,1700,855,巴拿馬,Panama, 艾利達莊園 藝伎,Bouquete Elida,日曬,Natural,Geisha,草莓，花香，百香果，哈密瓜，芒果,,,,,
"聯傑 August, 2018",1400,234,370,900,455,巴拿馬,Panama,神曲莊園 藝伎 ,Volcan Los Cantares Lavado ,水洗,Washed,Geisha,茉莉花、荔枝、蜂蜜檸檬水、多汁細緻,,,,,
"聯傑 August, 2018",1162,194,315,770,390,厄瓜多,Ecuador,貢薩納馬 荷西小農  金盃\#2,Loja Gonzanamá Jose Jimenez Taza Dorada \#2,水洗,Washed,,甜花香、柑橘、楊桃湯、甘草、深色水果,,,,,
"聯傑 August, 2018",762,127,230,580,295,瓜地馬拉,Guatemala ,聖奧古斯丁 暴風莊園 COE\#28,San Agustín Acasaguastlán La Tormenta ,水洗,Washed,,無花果，太妃糖蘋果，蜂蜜堅果，焦糖,,,,,
"小團 August, 2018",567,95,185,470,240,蒲隆地  ,Burundi,柯米羅 布騰堡  COE\#16,Gitega Sogestal Kirimiro Butemba ,水洗,Washed,Bourbon,白桃，蜂蜜，檸檬草，黑醋栗，蘋果,,,,,
"小團 May, 2018",522,87,160,440,225,肯亞 ,Kenya,麒麟雅加 奇恩雅,Kirinyaga Kiunya,水洗,Washed,AA Top,深色莓果、紫葡萄、柑橘、芒果,,,,,
"百變 June, 2018",397,67,125,370,190,秘魯,Peru,亞馬遜 聖尼可拉斯農協, Amazonas Rodriguez de Mendoza San Nicolas,水洗,Washed,象豆/Caturra,柑橘、柚子、紅茶、無花果乾、蔓越莓,,,,,
"百變 June, 2018",367,62,115,360,185,衣索比亞,Ethiopia ,西達摩 桃可可,Sidamo Twakok \#191,日曬,Natural,G1,桃子、白花、草莓、芒果、佛手柑,,,,,
"聯傑 Feburary, 2018",392,66,140,370,190,衣索比亞 耶加雪啡,Ethiopia Yirgacheffe,沃卡 薩卡羅 蜜珍 ,Worka Sakaro Mijane,水洗,Washed,G1 紅櫻桃,薑糖，咖啡花，伯爵紅茶，佛手柑，養樂多，蜂蜜,,,,,
"圓石 April, 2018",352,59,130,350,180,衣索比亞 耶加雪啡,Ethiopia Yirgacheffe,孔加處理廠, Konga,日曬,Natural,G1,莓果、芒果、百香果、紫羅蘭、水蜜桃、蜂蜜,,,,,
"宸嶧  April, 2018",277,47,90,300,155,巴西,Brazil,喜拉朵 依薩,Cerado Isa Farm,半水洗,Semi-washed,Red Catuai,哈密瓜香，咖啡果肉酸甜，乾淨甜感,,,,,
"聯傑 Feburary, 2018",332,56,125,330,170,瓜地馬拉,Guatemala ,睡美人莊園, El Quiché Finca La Perla,水洗,Washed,,玫瑰桃、甜桃、酸質活潑、果汁感、餘韻甜,,,,,
"聯傑 Feburary, 2018",382,64,135,360,185,宏都拉斯,Honduras,水晶莊園 聖文森, SB Cristal Farm Jose,水洗,Washed,Pacas,荔枝、荳蔻、開心果仁、馬黛茶,,,
"小團 April, 2018",487,82,160,430,220,衣索比亞 耶加雪啡,Ethiopia Yirgacheffe,安芭雅 席林加,Lake Abaya Cilinga,水洗,Washed,Q1,野薑花、黑櫻桃、葡萄、甜感,,,,,
"圓石 April, 2018",422,71,145,390,200,衣索比亞 耶加雪啡,Ethiopia Yirgacheffe,沃卡 小農孟格夏,YCFCU Worka Coop Tariku Mengensha,日曬,Natural,G1,桃子、藍莓、花香、哈密瓜、百香果、芒果,,,,,
"圓石 April, 2018",282,47,115,320,160,衣索比亞 ,Ethiopia ,海爾賽拉希 凱貝朵,Haile Selassie Kebado,水洗,Washed,G1,柑橘、花香、葡萄柚、蔓越莓、檸檬皮、紅茶,,,,,
"圓石 April, 2018",392,66,140,370,190,尼加拉瓜 ,Nicaragua,米耶瑞詡 足跡莊園, Mierisch La Huella Red Catuai,日曬放奇,Natural Funky,,百香果、熱帶水果、櫻桃、小紅莓、可可,,,,,
"二巷 April, 2018",167,28,90,240,125,巴西,Brazil,聖多斯 sc17/18 ,Santos sc17/18,去果皮日曬,Pulped Natural,,甜感高、乾淨、柔順、酸值低,,,,,
"團購   April, 2018",387,65,120,360,185,巴拿馬,Panama,瑪瑪卡特莊園 \#23,Garrrido Family Mama Cata,水洗,Washed,Typica/Catuai ,橘子、紅茶、檸檬紅茶、葡萄柚、花香,,,,,
"團購   April, 2018",392,66,120,370,190,巴拿馬,Panama,情聖莊園,Finca La Valentina,水洗,Washed,Typica,柳橙、烤杏仁片、柑橘、奇異果、萊姆,,,,,
"團購   April, 2018",327,55,105,340,175,衣索比亞 耶加雪啡,Ethiopia Yirgacheffe,丘壩村 紅櫻桃,Chelba  OCR,水洗,Washed,G1,雞蛋花香、黃萊姆、香橙、水蜜桃,,,,,
"小團 May, 2018",522,87,160,440,225,巴拿馬,Panama,波魁特  柏林娜莊園 ,Boquete Berlina Estate,日曬,Natural,Typica SHB,草莓、石榴、酒香、糖漿,,,,,
"百變 June, 2018",377,63,115,360,185,衣索比亞,Ethiopia ,古吉 塔莎亞 紫風鈴,Guji Shakisso Dasaya,日曬,Natural,G1,桃子、草莓、藍莓、紫蘿蘭、葡萄、佛手柑,,,,,
"百變 June, 2018",297,50,95,320,165,衣索比亞 耶加雪啡,Ethiopia Yirgacheffe,春雷,YCFCU  Haru ,日曬,Natural,G1,花香、莓果、桃子、草莓、葡萄,,,,,
"聯傑 August, 2018",462,77,160,400,205,哥斯大黎加,Costa Rica,蒙塔那 聖母莊園,La Montana Finca Guadalupe,日曬,Natural,,熱帶水果、香蕉巧克力、萊姆酒葡萄,,,,,
"聯傑 August, 2018",362,61,135,350,180,厄瓜多,Ecuador,卡爾奇省 角雕莊園,Carchi Finca Irawa Wam Cristian Reyes ,黃蜜,Yellow Honey,Castillo,柑橘、太妃糖、腰果、蜜李、甜棗,,,,,
"聯傑 August, 2018",217,37,105,270,140,巴紐,Papua New Guinea,東部高地 聖母山,Eastern Highland Virgin Mountain,水洗,Washed,PB,橘皮、開心果、焦糖、奶油麵包、甘蔗,,,,,
"聯傑 August, 2018",457,77,160,400,205,巴拿馬,Panama, 蕾莉達莊園 帕卡馬拉,Bouquete Finca Lerida ,黑蜜,Black Honey,Pacamara,熟果，黑糖，葡萄乾、焦糖、雪莉酒,,,,,
"小團 August, 2018",447,75,160,400,205,尼加拉瓜 ,Nicaragua,奇蹟莊園 爪哇尼卡,Fincas Mierisch Milagros ,蜜處理,Honey,Javanica,檸檬、櫻桃、無花果、奶油、雪笳,,,,,
"小團 August, 2018",707,118,220,550,280,尼加拉瓜 ,Nicaragua,檸檬樹莊園 黃帕卡馬拉,Fincas Mierisch Limoncillo,蜜處理,Honey,Yello Pacamara,黃檸檬、白葡萄、果汁、奶油核果、楓糖,,,,,
"小團 August, 2018",387,65,145,370,190,宏都拉斯,Honduras,桂冠莊園 Lempira,Maria Bautistina Vallecillo,日曬,Natural,Lempira,綜合莓果、芒果乾、桑葚、甜瓜,,,,,
"悅杭 August, 2018",402,67,150,380,195,衣索比亞 ,Ethiopia ,莉姆 天籟 \#3,Limu, AFCA\#3,日曬 ,Natural,G1,蜂蜜、酒香，焦糖、紅糖、烏梅,,,,,
"悅杭 August, 2018",457,77,160,410,210,衣索比亞 耶加雪啡,Ethiopia Yirgacheffe,沃卡小農  阿利姆,Worka  Coop. Alemu Tukule ,日曬,Natural,   G1,芒果、藍莓、草莓、桃子、花香、葡萄,,,,,
"悅杭 August, 2018",442,74,155,400,205,衣索比亞 耶加雪啡,Ethiopia Yirgacheffe,沃卡小農  奇波蝶,Worka  Coop. Kebede Wako ,日曬,Natural,   G1,草莓、水蜜桃、芒果、藍莓、水蜜桃,,,,,
"悅杭 August, 2018",497,83,170,430,220,肯亞,Kenya,冽里  坦巴雅,Nyeri Rumukia Tambaya,水洗,Washed,AA TOP,柑橘、黑莓、櫻桃、李子、烏梅、杉木,,,,,
"圓石 Sepember, 2018",517,87,175,440,225,衣索比亞 耶加雪啡,Ethiopia Yirgacheffe,沃卡 巫里 WBC競賽批次(日),Worka Wuri Berg N\#5,日曬,Natural,WBC lot SSLD, 花香、莓果、桃子、葡萄、玫瑰、紫羅蘭,,,,,
"圓石 Sepember, 2018",477,80,165,420,215,衣索比亞 耶加雪啡,Ethiopia Yirgacheffe,沃卡 巫里 WBC競賽批次(水),Worka Wuri Berg W\#2,水洗,Washed,WBC lot,茉莉花、佛手柑、檸檬、蜂蜜、野薑花、荔枝,,,,,
"圓石 Sepember, 2018",342,57,130,340,175,衣索比亞 耶加雪啡,Ethiopia Yirgacheffe,科契爾  潔瑪,Kochere Jerma,日曬,Natural,G1,草莓、桃子、芒果、花香、橘子汁,,,,,
"圓石 Sepember, 2018",297,50,125,320,165,衣索比亞 耶加雪啡,Ethiopia Yirgacheffe,科契爾 潔蒂普 , Kochere Gedeb ,水洗,Washed,G1,檸檬紅茶、柑橘、柳橙、柚子、花香,,,,,
"小團 October, 2018",537,90,180,450,230,哥斯大黎加,Costa Rica,拉斯拉哈斯莊園 黑珍珠,Las Lajas Perla Negra,日曬,Natural,黑珍珠,莓果、石榴、桂圓、奶油、巧克力,,,,,
"小團 October, 2018",357,60,135,350,180,印尼 蘇門答臘,Indonesia Sumatra ,藍湖巴塔克曼特寧,Mandheling Lintong Batak,半水洗,Giling Basah,PB,藥草、杉木、奶油、焦糖、蔗甜,,,,,
"小團 October, 2018",637,107,200,500,255,肯亞,Kenya,安迪貝莊園,Mount Elgon Endebess Estate,日曬,Natural,SL28/34,黑莓、紫葡萄、紅肉李、莓果果醬、甜感厚實,,,,,
"小團 October, 2018",467,78,160,400,205,哥斯大黎加,Costa Rica,聖十字莊園,Tarrazu Finca La Cruz,肯亞式水洗,Washed,Caturra,甜橙、香草、柚子、花香、果味細緻,,,,,
"榮豆 October, 2018",247,42,110,290,150,瓜地馬拉,Guatemala ,薇薇特南果 \#18,Huehuetenango \#18,水洗,Washed,SHB,溫帶水果、甜桃、巧克力、柑橘茶,,,,,
"榮豆 October, 2018",997,167,285,700,355,巴拿馬,Panama,瑪瑪卡特莊園 藝伎58J,Garrrido Family Mama Cata 58J,水洗,Washed,Geisha,柑橘、花香、太妃糖、葡萄柚、蔓越莓,,,,,
"榮豆 October, 2018",897,150,260,650,330,哥斯大黎加,Costa Rica,三奇蹟莊園 藝伎,Finca Tres Milagros,日曬,Natural,Geisha,酒漬橘皮、熱帶水果、野莓、葡萄酒、口感厚實,,,,,
,,1175,47,85,1235,70,當季精選,,烘焙果乾 ,,,,,,,,,,
